Project_ID,Issue_Key,Type,Status,Priority,Title,Description,Description_Text,Description_Code,Story_Point
1,XD-2994,FEATURE,Done,MEDIUM,"""Verify module count works on 10+ Containers""","""This tests should prove that Kafka can handle a module count greater than one with the proper concurrency settings. load-generator should be used as the foundation for this test with the following settings: module.load-generator.count=10,module.throughput.consumer.concurrency=10  An environment should be provisioned to support the containers, Zookeeper and Kafka. ""","""""""This tests should prove that Kafka can handle a module count greater than one with the proper concurrency settings. load-generator should be used as the foundation for this test with the following settings: module.load-generator.count=10,module.throughput.consumer.concurrency=10  An environment should be provisioned to support the containers, Zookeeper and Kafka. """"""",,3.0
1,XD-2993,FEATURE,Done,MEDIUM,"""Add a new variation of DSL parser for Flo""","""As a Flo developer, I'd like to have a new DSL parser, so I can easily  detect incorrect module/option values when supplied from the Flo UI.  Example: MyStream = mail | log tap:stream:MyStream.bar > log  If parsed separately (which Flo UI does), the current parser endpoint will barf on the second stream because it doesnt know about the first stream (MyStream). ""","""""""As a Flo developer, I'd like to have a new DSL parser, so I can easily  detect incorrect module/option values when supplied from the Flo UI.  Example: MyStream = mail | log tap:stream:MyStream.bar > log  If parsed separately (which Flo UI does), the current parser endpoint will barf on the second stream because it doesnt know about the first stream (MyStream). """"""",,8.0
1,XD-2992,FEATURE,Done,MEDIUM,"""Add support for multiple topics in Kafka source""","""As a user, I'd like to consume multiple topic-partitions, so I can have the option to consume from multiple data endpoints and still be able to serve the data via single queue.""","""""""As a user, I'd like to consume multiple topic-partitions, so I can have the option to consume from multiple data endpoints and still be able to serve the data via single queue.""""""",,3.0
1,XD-2987,FEATURE,Done,URGENT,"""Update acceptance test to use new JMX Module name format""","""the update to the JMX was introduced in XD-2941.   Also noticed that we should have been checking source and not sink .  This was also resolved.""","""""""the update to the JMX was introduced in XD-2941.   Also noticed that we should have been checking source and not sink .  This was also resolved.""""""",,2.0
1,XD-2986,FEATURE,Done,MEDIUM,"""Experiment with re-parsing of streams when needed""","""As a follow up to XD-2877, experiment with the removal of the list of modules from BaseDefinition and reparse as needed.  Branch is here: https://github.com/<USER>spring-xd/tree/deploy-refactor-2""","""""""As a follow up to XD-2877, experiment with the removal of the list of modules from BaseDefinition and reparse as needed.  Branch is here: https://github.com/<USER>spring-xd/tree/deploy-refactor-2""""""",,8.0
1,XD-2985,FEATURE,Done,MEDIUM,"""Update spring-data-hadoop to version 2.1.2.RELEASE""","""Update spring-data-hadoop to version 2.1.2.RELEASE""","""Update spring-data-hadoop to version 2.1.2.RELEASE""",,2.0
1,XD-2984,BUG,Done,URGENT,"""xd-admin script fails when providing --hadoopDistro option""","""XD-2837 added back the --hadoopDistro option for xd-admin scripts. However, if I try to use it I get an error message saying: """"--hadoopDistro"""" is not a valid option ""","""""""XD-2837 added back the --hadoopDistro option for xd-admin scripts. However, if I try to use it I get an error message saying: """"""""--hadoopDistro"""""""" is not a valid option """"""",,3.0
1,XD-2980,FEATURE,Done,MEDIUM,"""Create Boot based ModuleRunner (phase 2)""","""As a user, I'd like to use Boot-based {{ModuleRunner}} for use in container-managed environments, so I can run XD without _xd-containers_.  Scope: * Complete the remaining deployment properties work""","""""""As a user, I'd like to use Boot-based {{ModuleRunner}} for use in container-managed environments, so I can run XD without _xd-containers_.  Scope: * Complete the remaining deployment properties work""""""",,8.0
1,XD-2979,FEATURE,Done,MEDIUM,"""Submit java receptor client for CF incubation""","""As a user, I'd like to use the Java receptor client, so I can interact with Diego runtime using the Java receptor REST APIs.""","""""""As a user, I'd like to use the Java receptor client, so I can interact with Diego runtime using the Java receptor REST APIs.""""""",,8.0
1,XD-2973,FEATURE,Done,MEDIUM,"""Run the sqoop job against secured cluster""","""As a user, I'd like to run the sqoop jobs against secured hdfs cluster, so I can restrict access to only authorized users. ""","""""""As a user, I'd like to run the sqoop jobs against secured hdfs cluster, so I can restrict access to only authorized users. """"""",,3.0
1,XD-2972,BUG,Done,HIGH,"""STS - Spring XD Imported with Compilation Error""","""Cannot import Spring XD into STS without compilation errors in class:  *org.springframework.xd.dirt.rest.ModulesController#list*  Error is in:  {code} return assembler.toResource(page, detailed ? detailedAssembler: simpleAssembler); {code}  {code} The method toResource(Page<ModuleDefinition>, Link) in the type PagedResourcesAssembler<ModuleDefinition> is not applicable for the arguments (Page<ModuleDefinition>, (detailed ? detailedAssembler : simpleAssembler)) {code}  Seems to be an STS specific issue.""","""""""Cannot import Spring XD into STS without compilation errors in class:  *org.springframework.xd.dirt.rest.ModulesController#list*  Error is in:      Seems to be an STS specific issue.""""""",""" return assembler.toResource(page, detailed ? detailedAssembler: simpleAssembler);  The method toResource(Page<ModuleDefinition>, Link) in the type PagedResourcesAssembler<ModuleDefinition> is not applicable for the arguments (Page<ModuleDefinition>, (detailed ? detailedAssembler : simpleAssembler)) """,3.0
1,XD-2971,FEATURE,Done,MEDIUM,"""Document the use of properties file as deployment manifest""","""As a user, I'd like to refer to the documentation to configure the properties file, so I can use it as recommended to represent the deployment manifest.""","""""""As a user, I'd like to refer to the documentation to configure the properties file, so I can use it as recommended to represent the deployment manifest.""""""",,1.0
1,XD-2970,FEATURE,Done,HIGH,"""Standardize XD logging to align with Spring Boot""","""In XD today we use  commons-logging or slf4j  APIs bound to log4j at runtime (configured with log4j.properties).    Boot uses slf4j APIs backed by logback. This causes some build incompatibilities building a component that depends on spring-xd-dirt and spring-boot, requiring specific dependency exclusions.  In order to simplify building and troubleshooting log dependencies, XD should standardize on  slf4j APIs (replace any commons-logging Loggers with Slf4j). This is internal only, and would not impact users who are used to seeing log4j.properties. An additional step is to replace log4j with logback. This change would be visible to end users but will provide us greater affinity with boot and improve the developer experience. If we make this change it should go into 1.2 GA.  ""","""""""In XD today we use  commons-logging or slf4j  APIs bound to log4j at runtime (configured with log4j.properties).    Boot uses slf4j APIs backed by logback. This causes some build incompatibilities building a component that depends on spring-xd-dirt and spring-boot, requiring specific dependency exclusions.  In order to simplify building and troubleshooting log dependencies, XD should standardize on  slf4j APIs (replace any commons-logging Loggers with Slf4j). This is internal only, and would not impact users who are used to seeing log4j.properties. An additional step is to replace log4j with logback. This change would be visible to end users but will provide us greater affinity with boot and improve the developer experience. If we make this change it should go into 1.2 GA.  """"""",,8.0
1,XD-2964,FEATURE,Done,MEDIUM,"""Spike: Come up with a design for stateful stream processing""","""As a developer, I'd like to study the state management requirements, so I can brainstorm and identify the design to natively add _stateful_ stream processing support in XD. ""","""""""As a developer, I'd like to study the state management requirements, so I can brainstorm and identify the design to natively add _stateful_ stream processing support in XD. """"""",,8.0
1,XD-2962,FEATURE,Done,MEDIUM,"""Document performance benchmark results""","""As a developer, I'd like to document performance benchmark results along with the infrastructure specifics, so I can publish the blog for customers/users to use it as a reference while setting up Spring XD cluster.""","""""""As a developer, I'd like to document performance benchmark results along with the infrastructure specifics, so I can publish the blog for customers/users to use it as a reference while setting up Spring XD cluster.""""""",,8.0
1,XD-2961,FEATURE,Done,MEDIUM,"""Benchmark against Kafka 0.8.2 release""","""As a developer, I'd like to rerun _baseline_, _Tuple_, and _Serialized_ payloads, so I can compare the differences in performance between 0.8.1 and 0.8.2 Kafka releases.   Note: 1.1.1 > Benched against 0.8.1  1.2 > Benched against 0.8.2   ""","""""""As a developer, I'd like to rerun _baseline_, _Tuple_, and _Serialized_ payloads, so I can compare the differences in performance between 0.8.1 and 0.8.2 Kafka releases.   Note: 1.1.1 > Benched against 0.8.1  1.2 > Benched against 0.8.2   """"""",,8.0
1,XD-2958,FEATURE,Done,MEDIUM,"""Upgrade to Kafka 0.8.2""","""As a developer, I'd like to upgrade to Kafka 0.8.2, so I can leverage the latest features in order to test the performance characteristics.""","""""""As a developer, I'd like to upgrade to Kafka 0.8.2, so I can leverage the latest features in order to test the performance characteristics.""""""",,8.0
1,XD-2957,FEATURE,Done,MEDIUM,"""Create samples and document Kryo optimization guidelines""","""As a developer, I'd like to document the Kryo optimization guidelines, so the end-users can refer to it while tuning to improve performance.""","""""""As a developer, I'd like to document the Kryo optimization guidelines, so the end-users can refer to it while tuning to improve performance.""""""",,3.0
1,XD-2956,FEATURE,Done,MEDIUM,"""Revisit the requirement for ID and Timestamp attributes in Tuple""","""As a developer, I'd like revisit the design to determine the necessity for _ID_ and _TimeStamp_ attributes in {{Tuple}}, so I can refactor in order to improve performance throughput.""","""""""As a developer, I'd like revisit the design to determine the necessity for _ID_ and _TimeStamp_ attributes in {{Tuple}}, so I can refactor in order to improve performance throughput.""""""",,1.0
1,XD-2955,FEATURE,Done,MEDIUM,"""Refactor MessageBus to avoid unnecessary use of MessageBuilder  ""","""As a developer, I'd like to refactor the programmatic means by which the MessageBus transforms the Message so throughput performance can be optimized. ""","""""""As a developer, I'd like to refactor the programmatic means by which the MessageBus transforms the Message so throughput performance can be optimized. """"""",,5.0
1,XD-2953,FEATURE,Done,MEDIUM,"""Get rid of SparkStreamingDriverModule""","""Code that is in there could be moved to the SparkStreamingModule.  Then, as part of a later refactoring, that plugin should be made part of the module (and loaded by the module classloader)""","""""""Code that is in there could be moved to the SparkStreamingModule.  Then, as part of a later refactoring, that plugin should be made part of the module (and loaded by the module classloader)""""""",,3.0
1,XD-2949,FEATURE,Done,MEDIUM,"""Error Message for """"Missing Job Description"""" needs to be updated""","""When using the rest interface to create a Job with an empty description, used to generate the following exception, """"Definition can not be empty"""".   Now generates """"XD112E:(pos 0): Unexpectedly ran out of input^"""".  The correct error should be, """"definition cannot be blank or null""""  ""","""""""When using the rest interface to create a Job with an empty description, used to generate the following exception, """"""""Definition can not be empty"""""""".   Now generates """"""""XD112E:(pos 0): Unexpectedly ran out of input^"""""""".  The correct error should be, """"""""definition cannot be blank or null""""""""  """"""",,2.0
1,XD-2948,IMPROVEMENT,Done,MEDIUM,"""Document how to specify custom-modules location via Environment variable.""","""It is possible to specify the location of custom modules via the environment variable {{XD_CUSTOMMODULE_HOME}} which is provided by Spring Boot property key derivation mechanism (in this case derived from {{xd.customModule.home}}).  This allows a user to specify a custom modules location that survives a complete wipe of spring-xd installations.""","""""""It is possible to specify the location of custom modules via the environment variable {{XD_CUSTOMMODULE_HOME}} which is provided by Spring Boot property key derivation mechanism (in this case derived from {{xd.customModule.home}}).  This allows a user to specify a custom modules location that survives a complete wipe of spring-xd installations.""""""",,1.0
1,XD-2947,FEATURE,Done,MEDIUM,"""Add support for expressions and dynamically evaluate at runtime""","""As a user, I'd like to have the ability to use expressions, so I can dynamically name directories/files based on the timestamp or other intermediate data point.""","""""""As a user, I'd like to have the ability to use expressions, so I can dynamically name directories/files based on the timestamp or other intermediate data point.""""""",,5.0
1,XD-2942,IMPROVEMENT,Done,MEDIUM,"""Add ftp source to default source modules""","""It would be nice to have a simple ftp source. I have to do it for one of my projects. Same as XD-2139 but for source modules.""","""""""It would be nice to have a simple ftp source. I have to do it for one of my projects. Same as XD-2139 but for source modules.""""""",,2.0
1,XD-2941,BUG,Done,HIGH,"""Failure to get message rates for modules with labels.""","""Start XD distributed XD with specified management port and xd:   messageRateMonitoring:     enabled: true in servers.yml to gather stats.  Create stream {{file | log}}, deploy it, navigate to Containers tab in Admin UI. Rates are shown correctly. Create stream {{MYFILE: file | log}}, deploy it, navigate to Containers tab in Admin UI - none of the message rates are shown. Open browser dev tools console and note 500 error response.  spring-xd-dirt -> ContainersController lines 109-112 creates request to get message rates for modules.  Typical request: {{http://192.168.0.10:9292/management/jolokia/read/xd.str4:module=log.*,component=*,name=input/MeanSendRate}}  Typical response: {code:json} {""""request"""":{""""mbean"""":""""xd.str4:component=*,module=log.1,name=input"""",""""attribute"""":""""MeanSendRate"""",""""type"""":""""read""""},""""value"""":{""""xd.str4:component=MessageChannel,module=log.1,name=input"""":{""""MeanSendRate"""":0.0}},""""timestamp"""":1428675070,""""status"""":200} {code}  For file module with label `MYFILE` the request is: {{http://192.168.0.10:9292/management/jolokia/read/xd.str4:module=MYFILE.*,component=*,name=output/MeanSendRate}}  Response: {code:json} {""""mbean"""":""""xd.str4:component=*,module=MYFILE.1,name=output"""",""""attribute"""":""""MeanSendRate"""",""""type"""":""""read""""},""""stacktrace"""":""""javax.management.InstanceNotFoundException: No MBean with pattern xd.str4:module=MYFILE.1,component=*,name=output found for reading attributes\n\tat org.jolokia.handler.ReadHandler.searchMBeans(ReadHandler.java:160)\n\tat org.jolokia.handler.ReadHandler.fetchAttributesForMBeanPattern(ReadHandler.java:126)\n\tat org.jolokia.handler.ReadHandler.doHandleRequest(ReadHandler.java:116)\n\tat org.jolokia.handler.ReadHandler.doHandleRequest(ReadHandler.java:37)\n\tat org.jolokia.handler.JsonRequestHandler.handleRequest(JsonRequestHandler.java:160)\n\tat org.jolokia.backend.MBeanServerHandler.dispatchRequest(MBeanServerHandler.java:97)\n\tat org.jolokia.backend.LocalRequestDispatcher.dispatchRequest(LocalRequestDispatcher.java:98)\n\tat org.jolokia.backend.BackendManager.callRequestDispatcher(BackendManager.java:411)\n\tat org.jolokia.backend.BackendManager.handleRequest(BackendManager.java:158)\n\tat org.jolokia.http.HttpRequestHandler.executeRequest(HttpRequestHandler.java:197)\n\tat org.jolokia.http.HttpRequestHandler.handleGetRequest(HttpRequestHandler.java:86)\n\tat org.jolokia.http.AgentServlet$4.handleRequest(AgentServlet.java:435)\n\tat org.jolokia.http.AgentServlet.handleSecurely(AgentServlet.java:320)\n\tat org.jolokia.http.AgentServlet.handle(AgentServlet.java:291)\n\tat org.jolokia.http.AgentServlet.doGet(AgentServlet.java:252)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:735)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:848)\n\tat org.springframework.web.servlet.mvc.ServletWrappingController.handleRequestInternal(ServletWrappingController.java:158)\n\tat org.springframework.web.servlet.mvc.AbstractController.handleRequest(AbstractController.java:146)\n\tat org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(JolokiaMvcEndpoint.java:130)\n\tat sun.reflect.GeneratedMethodAccessor82.invoke(Unknown Source)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:483)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137)\n\tat org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:110)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:777)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:706)\n\tat org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)\n\tat org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:943)\n\tat org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:877)\n\tat org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:966)\n\tat org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:735)\n\tat org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:848)\n\tat org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:684)\n\tat org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1496)\n\tat org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:186)\n\tat org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160)\n\tat org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1467)\n\tat org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:499)\n\tat org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137)\n\tat org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:557)\n\tat org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:231)\n\tat org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1086)\n\tat org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:428)\n\tat org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:193)\n\tat org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1020)\n\tat org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135)\n\tat org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)\n\tat org.eclipse.jetty.server.Server.handle(Server.java:370)\n\tat org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:494)\n\tat org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:971)\n\tat org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:1033)\n\tat org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:644)\n\tat org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)\n\tat org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:82)\n\tat org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:667)\n\tat org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:52)\n\tat org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)\n\tat org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)\n\tat java.lang.Thread.run(Thread.java:744)\n"""",""""error_type"""":""""javax.management.InstanceNotFoundException"""",""""error"""":""""javax.management.InstanceNotFoundException : No MBean with pattern xd.str4:module=MYFILE.1,component=*,name=output found for reading attributes"""",""""status"""":404} {code}  This reponse results in JSONException in the ContainersController because it's missing 'value' property.  The module id is somewhat problematic in the request: {{xd.str4:module=log.*}} index is {{\*}} but should be index within the stream, also node type (source/sink/processor) is missing. Therefore, stream {{mail | mail}} is suffering from the same problem.  Would be nice to have some sort of a bulk request to query more than one module for input/output message rates, such that I could get all message rates for modules in the stream.""","""""""Start XD distributed XD with specified management port and xd:   messageRateMonitoring:     enabled: true in servers.yml to gather stats.  Create stream {{file | log}}, deploy it, navigate to Containers tab in Admin UI. Rates are shown correctly. Create stream {{MYFILE: file | log}}, deploy it, navigate to Containers tab in Admin UI - none of the message rates are shown. Open browser dev tools console and note 500 error response.  spring-xd-dirt -> ContainersController lines 109-112 creates request to get message rates for modules.  Typical request: {{http://192.168.0.10:9292/management/jolokia/read/xd.str4:module=log.*,component=*,name=input/MeanSendRate}}  Typical response: {code:json} {""""""""request"""""""":{""""""""mbean"""""""":""""""""xd.str4:component=*,module=log.1,name=input"""""""",""""""""attribute"""""""":""""""""MeanSendRate"""""""",""""""""type"""""""":""""""""read""""""""},""""""""value"""""""":{""""""""xd.str4:component=MessageChannel,module=log.1,name=input"""""""":{""""""""MeanSendRate"""""""":0.0}},""""""""timestamp"""""""":1428675070,""""""""status"""""""":200}   This reponse results in JSONException in the ContainersController because it's missing 'value' property.  The module id is somewhat problematic in the request: {{xd.str4:module=log.*}} index is {{\*}} but should be index within the stream, also node type (source/sink/processor) is missing. Therefore, stream {{mail | mail}} is suffering from the same problem.  Would be nice to have some sort of a bulk request to query more than one module for input/output message rates, such that I could get all message rates for modules in the stream.""""""",""" {""""""""request"""""""":{""""""""mbean"""""""":""""""""xd.str4:component=*,module=log.1,name=input"""""""",""""""""attribute"""""""":""""""""MeanSendRate"""""""",""""""""type"""""""":""""""""read""""""""},""""""""value"""""""":{""""""""xd.str4:component=MessageChannel,module=log.1,name=input"""""""":{""""""""MeanSendRate"""""""":0.0}},""""""""timestamp"""""""":1428675070,""""""""status"""""""":200}  {""""""""mbean"""""""":""""""""xd.str4:component=*,module=MYFILE.1,name=output"""""""",""""""""attribute"""""""":""""""""MeanSendRate"""""""",""""""""type"""""""":""""""""read""""""""},""""""""stacktrace"""""""":""""""""javax.management.InstanceNotFoundException: No MBean with pattern xd.str4:module=MYFILE.1,component=*,name=output found for reading attributes\n\tat org.jolokia.handler.ReadHandler.searchMBeans(ReadHandler.java:160)\n\tat org.jolokia.handler.ReadHandler.fetchAttributesForMBeanPattern(ReadHandler.java:126)\n\tat org.jolokia.handler.ReadHandler.doHandleRequest(ReadHandler.java:116)\n\tat org.jolokia.handler.ReadHandler.doHandleRequest(ReadHandler.java:37)\n\tat org.jolokia.handler.JsonRequestHandler.handleRequest(JsonRequestHandler.java:160)\n\tat org.jolokia.backend.MBeanServerHandler.dispatchRequest(MBeanServerHandler.java:97)\n\tat org.jolokia.backend.LocalRequestDispatcher.dispatchRequest(LocalRequestDispatcher.java:98)\n\tat org.jolokia.backend.BackendManager.callRequestDispatcher(BackendManager.java:411)\n\tat org.jolokia.backend.BackendManager.handleRequest(BackendManager.java:158)\n\tat org.jolokia.http.HttpRequestHandler.executeRequest(HttpRequestHandler.java:197)\n\tat org.jolokia.http.HttpRequestHandler.handleGetRequest(HttpRequestHandler.java:86)\n\tat org.jolokia.http.AgentServlet$4.handleRequest(AgentServlet.java:435)\n\tat org.jolokia.http.AgentServlet.handleSecurely(AgentServlet.java:320)\n\tat org.jolokia.http.AgentServlet.handle(AgentServlet.java:291)\n\tat org.jolokia.http.AgentServlet.doGet(AgentServlet.java:252)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:735)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:848)\n\tat org.springframework.web.servlet.mvc.ServletWrappingController.handleRequestInternal(ServletWrappingController.java:158)\n\tat org.springframework.web.servlet.mvc.AbstractController.handleRequest(AbstractController.java:146)\n\tat org.springframework.boot.actuate.endpoint.mvc.JolokiaMvcEndpoint.handle(JolokiaMvcEndpoint.java:130)\n\tat sun.reflect.GeneratedMethodAccessor82.invoke(Unknown Source)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:483)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137)\n\tat org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:110)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:777)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:706)\n\tat org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)\n\tat org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:943)\n\tat org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:877)\n\tat org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:966)\n\tat org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:735)\n\tat org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tat javax.servlet.http.HttpServlet.service(HttpServlet.java:848)\n\tat org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:684)\n\tat org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1496)\n\tat org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:186)\n\tat org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160)\n\tat org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1467)\n\tat org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:499)\n\tat org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:137)\n\tat org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:557)\n\tat org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:231)\n\tat org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1086)\n\tat org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:428)\n\tat org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:193)\n\tat org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1020)\n\tat org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:135)\n\tat org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:116)\n\tat org.eclipse.jetty.server.Server.handle(Server.java:370)\n\tat org.eclipse.jetty.server.AbstractHttpConnection.handleRequest(AbstractHttpConnection.java:494)\n\tat org.eclipse.jetty.server.AbstractHttpConnection.headerComplete(AbstractHttpConnection.java:971)\n\tat org.eclipse.jetty.server.AbstractHttpConnection$RequestHandler.headerComplete(AbstractHttpConnection.java:1033)\n\tat org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:644)\n\tat org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:235)\n\tat org.eclipse.jetty.server.AsyncHttpConnection.handle(AsyncHttpConnection.java:82)\n\tat org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:667)\n\tat org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:52)\n\tat org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:608)\n\tat org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:543)\n\tat java.lang.Thread.run(Thread.java:744)\n"""""""",""""""""error_type"""""""":""""""""javax.management.InstanceNotFoundException"""""""",""""""""error"""""""":""""""""javax.management.InstanceNotFoundException : No MBean with pattern xd.str4:module=MYFILE.1,component=*,name=output found for reading attributes"""""""",""""""""status"""""""":404} """,3.0
1,XD-2939,BUG,Done,HIGH,"""All Modules are undeployed on Zookeeper Connection Loss / GC Pause""","""We are currently running single node mode and experiencing the same problem as described here: http://stackoverflow.com/questions/28170864/spring-xd-jobs-automatic-undeployment-on-zookeeper-time-out-in-xd-singlenode-mo  I've turned on GC logs and can see that there is a 29.7 second GC pause around the time when this happens. We've already set the Zookeeper timeouts (as suggested in the stackoverflow question) - without effect - we can just see, that after the configured timeout the ConnectionLoss errors start to appear.  Sorry for the priorization - for us this currently is a major issue since we are running in singlenode mode (as a starter) and our system goes down once a day. Would this behavior change if we switch to distributed mode ?  I know that a GC pause of 29 secs is really long, however, I've already seen such pauses for batch systems pretty often. Long running jobs tend to move objects to older generations and sometimes there isn't much of a chance to do something against it. So I guess it's worth considering this in the behavior of XD ?""","""""""We are currently running single node mode and experiencing the same problem as described here: http://stackoverflow.com/questions/28170864/spring-xd-jobs-automatic-undeployment-on-zookeeper-time-out-in-xd-singlenode-mo  I've turned on GC logs and can see that there is a 29.7 second GC pause around the time when this happens. We've already set the Zookeeper timeouts (as suggested in the stackoverflow question) - without effect - we can just see, that after the configured timeout the ConnectionLoss errors start to appear.  Sorry for the priorization - for us this currently is a major issue since we are running in singlenode mode (as a starter) and our system goes down once a day. Would this behavior change if we switch to distributed mode ?  I know that a GC pause of 29 secs is really long, however, I've already seen such pauses for batch systems pretty often. Long running jobs tend to move objects to older generations and sometimes there isn't much of a chance to do something against it. So I guess it's worth considering this in the behavior of XD ?""""""",,0.0
